"Name,Type,Pattern/Algorithm/Sub-type,Level,CTCI Num,URL,Date tested,Days Since Practiced,Times practiced,Time,Space,Notes ,See Problems,
Reorder List,Linked List,,Medium,,https://leetcode.com/problems/reorder-list/,1/3/2023,n/a,0,O(N),O(1),"six vars: slow, fast, secondHalf, firstHalf, prev, ref. Apply the two-pointer technique to find the midpoint of the linked list. Name the pointers slow and fast. Init a reference to the second half of the list, called secondHalf, using slow.next. Then cut the list in half by setting slow.next to null. Make use of prev (set to null), ref (set to secondHalf.next), and secondHalf to reverse the second half of the linked list. Reverse the second half of the linked list by iterating while secondHalf is not null. Merge two lists, injecting the first node of the second reverse list right after the head of the initial first list. To merge two lists you need four things, the start of both lists, and also, you need references to both list's second nodes. So, you have the the first head initialized as firstHalf pointing at the head from the input params. You have the head of the reversed list redeclared as secondHalf pointing at prev. Then, you have two new vars inside the iterative loop. Ref1, which is initialized as the firstHalf.next and ref2 initialized as secondHalf.next. Set firstHalf.next to second half. Set secondHalf.next to ref1. Then continue to iterate by writing, firstHalf = ref1 and secondHalf = ref2.",,
Sum Lists // Add Two Numbers,Linked List,,Medium,2.5,https://leetcode.com/problems/add-two-numbers/,,,,,,,,
Remove Dups,Linked List,,,2.1,,,,,,,,,
Return Kth to Last,Linked List,,,2.2,,,,,,,,,
Delete Middle Node,Linked List,,,2.3,,,,,,,,,
Partition,Linked List,,,2.4,,,,,,,,,
Linked List to Queue,Linked List ,Queue,Easy,,https://www.geeksforgeeks.org/queue-linked-list-implementation/,12/31/2022,16,1,O(N),O(N),"Write out a linked list class with a list node and a linked list class. The data structure we are building is a queue, which follows a first-in, first-out police. The queue's enqueue method adds nodes to the tail of the data structure while the dequeue method removes nodes from the head of the data structure. ",,
LRU Cache,Linked List ,,Medium ,,https://leetcode.com/problems/lru-cache/,1/3/2023,13,1,O(1),O(1),"Write out a doubly linked list node class with key and value properties on it in addition to the next and prev pointers. The DLL node class takes in a key and value as params. Initialize the LRU class constructor by taking in a capacity param, and properties for size, map, head, tail, head.next, and tail.prev. To enforce the LRU policy, after every get or put call on a key, call moveToHead(key, node), which sends the node to the head of the list. Then, whenever there is a put(key, value) function call, and the new addition leads size to be greater than the capacity, evict the node presently at the tail by calling removeFromTail. In all, you will write the get(key), put(key,value), remove(node), moveToHead(key,node), addToHead(key,Node), and removeTail(). In Get(key), invoke moveToHead(key, node). In put(key, value),  invoke moveToHead(key, node), addToHead(key, xNode), and, if size exceeds capacity, removeFromTail(). ",,
Longest Substring Without Repeating Characters,Moving Window,Fast/Slow,Medium,,https://leetcode.com/problems/longest-substring-without-repeating-characters/,12/14/2022,33,1,O(N),O(N),"Init currentString and longestString. Use -1 index to indicate when a char is NOT included in a string. When a char is not already in a string, append the char to the string. If the char examined during the loop IS a repeat, then slice the current string from the position after the index of the char at X.",,
Bitflip advanced // Max Consecutive Ones III,Moving Window,Fast/Slow,Medium,,https://leetcode.com/problems/max-consecutive-ones-iii/,12/14/2022,33,1,O(N),O(1),"Let completedToggles start at zero and go up to the given n flips. Expand the right window edge until n 0s are found, which could be flipped. Contract once n 0s are found. Move the left pointer up until the left edge reaches a zero. After the left pointer reaches a zero, decrement availableToggles. Catch up when completedToggles exceeds n.",0,
Minimum Window Substring*,Moving Window,Fast/Slow,Hard,,https://leetcode.com/problems/minimum-window-substring/,12/15/2022,32,1,O(N),O(N),"This function, named ""bitFlipAdvanced"", takes in two arguments: an array ""arr"" of integers and an integer ""n"". It finds the maximum subarray length within ""arr"" that contains no more than ""n"" flipped bits (i.e. 0s). It does this by maintaining a sliding window, moving the right pointer to expand the window and counting the number of 0s within it. When the number of 0s exceeds ""n"", the left pointer is moved to shrink the window until the number of 0s is less than or equal to ""n"" again. The maximum length of the subarray is continually updated and returned at the end. The max is calculated as the max of either max itself or (right pointer - left pointer).",,
Trapping Rainwater Problem,Moving Window,Front/Back,Hard,,https://leetcode.com/problems/trapping-rain-water/,12/15/2022,32,1,O(N),O(1),"This function, named ""trapRainwater"", takes in an array ""array"" of integers. It calculates the amount of water that can be trapped between the bars of a histogram represented by the array. It does this by first initializing two arrays ""leftArr"" and ""rightArr"" with the first and last element of the input array respectively. Then, it iterates through the input array once, keeping track of the maximum value seen so far for both the left and right side of the array. Then, it iterates through the input array again and for each element it calculates the amount of water that can be trapped by taking the minimum of the maximum value seen so far for the left and right side and subtracting the current element from it. The result is added to a total which is returned at the end of the function.",,
Bitflip,Moving Window,Fast/Slow,Medium,,https://www.geeksforgeeks.org/maximize-number-0s-flipping-subarray/#practice,12/7/2022,40,1,O(N²),O(1),"This function, named ""bitFlip"", takes in an array ""array"" of integers. It finds the maximum number of 1s that can be obtained in the array by flipping 0s to 1s, and returns this maximum number. It does this by first initializing a variable ""original0Count"" to keep track of the number of 0s in the original array. Then, it iterates through the array twice. The outer loop starts at the first element of the array and consider all subarrays starting at that element. The inner loop starts at the same element as the outer loop and iterates through the array, counting the number of 1s and 0s in the current subarray. It calculates the difference between the number of 1s and 0s and updates the maximum difference seen so far. Finally, it returns the sum of the original number of 0s in the array and the maximum difference seen.",Bit Flip Advanced / Max Consecutive Ones III,
Consecutive Subarray Sum,Moving Window,Fast/Slow,Medium,,https://www.geeksforgeeks.org/find-subarray-with-given-sum/,12/14/2022,33,1,O(N),O(1),"This function, named ""consecutiveSubarraySum"", takes in an array ""nums"" of integers and an integer ""target"". It returns a Boolean indicating whether there is a contiguous subarray of the input array ""nums"" that has a sum of ""target"". It does this by using two pointers, i and j, initially set to 0 and a variable ""currentSum"" initialized to 0. The outer while loop continues until the currentSum is greater than the target. The inner while loop starts at the current value of j and iterates through the array while adding the element at index j to the currentSum. if the currentSum is equal to the target it returns true. otherwise, if the value of currentSum is greater than the target, it subtracts the current value of j from the currentSum and increments j. Once j reaches the end of the array, the outer loop increments i and continues until currentSum is greater than the target. If no such subarray is found, it returns false.",Continuous Subarray Sum (Leetcode 523);  Subarray Sum Equals K (Leetcode 560),
House Robber,Moving Window,Fast/Lagging,Medium,,https://leetcode.com/problems/house-robber/,12/15/2022,32,1,O(N),O(1),"This function, named ""houseRobber"", takes in an array ""array"" of integers representing the values of houses. It returns the maximum value that can be robbed from the houses without robbing any two adjacent houses. It does this by using a variable ""local"" to keep track of the current maximum value that can be robbed, a variable ""ultimate"" to keep track of the ultimate (overall) maximum value that can be robbed, a variable ""right"" that starts at 0 and a variable ""currentIdx"" that is initialized to 0. The outer while loop continues until the right pointer reaches the end of the array. Within the while loop, it sets the value of the local variable to the value of the current house at the right pointer. It then iterates through the array again with a nested for loop and if the difference between the current index and right pointer is greater than 1 and the difference between the current index and currentIdx pointer is greater than 1 as well, it adds the value of the current house to the local variable and updates the currentIdx pointer to the current index, this way it ensures that no two adjacent houses are robbed. Then it updates the ultimate variable with the maximum value between the current local variable and the ultimate variable. Finally, the outer while loop increments the right pointer and continues until the right pointer reaches the end of the array. The function returns the ultimate variable as the result.",,
K Unique Characters,Moving Window,Fast/Slow,Medium,,https://www.geeksforgeeks.org/find-the-longest-substring-with-k-unique-characters-in-a-given-string/,12/7/2022,40,1,O(N),O(N),"This function takes in a string as an argument, ""s"", and uses a sliding window technique to find the maximum substring length that contains no more than ""k"" unique characters. It first assigns the value of ""k"" by parsing the first character of the input string and assigns the rest of the string to a variable ""str"". It then initializes variables for the start and end of the window, the maximum length of the substring, the current count of unique characters, and a hash table to keep track of the characters in the current window. The function then iterates through the ""str"" variable and for each character, it checks if the character already exists in the hash table. If it does not, it increments the current count of unique characters and adds the character to the hash table. If it does exist, it increments the count of that character in the hash table. If the current count of unique characters is greater than ""k"", the function enters a ""catchup"" phase where it starts incrementing the start of the window until the count of unique characters is less than or equal to ""k"". It then updates the maximum length of the substring. The function returns the maximum length at the end.",,
Max Consecutive Sum,Moving Window,Fast/Catchup,Medium,,https://leetcode.com/problems/maximum-subarray/,12/13/2022,34,1,O(N),O(1),"Set local and ultimate vars to 0.Return ultimate. Loop from 0 to the end of the array. Set local to be local + array at index x, or, array at index x, whichever is greater. Then, set ultimate as the max of local and ultimate itself. ",,
Dungeon Escape (Tabulation),Moving Window,,Hard,,https://leetcode.com/problems/dungeon-game/,0,0,0,,,,,
Shortest Substring Window With 3 Characters,Moving Window,,Medium,,https://github.com/OutcoSF/outco-class-163/blob/main/whiteboarding/w2_d1_sliding_window/302_shortest_substring_with_3_unique_characters.md,0,0,0,,,,,
Longest Repeating Character Replacement,Moving Window,,Medium,,https://github.com/OutcoSF/outco-class-163/blob/main/whiteboarding/w2_d1_sliding_window/303_longest_repeating_character_replacement.md,0,0,0,,,,,
Flatten,Recursion,,Medium,,,12/13/2022,34,1,O(N),O(N),"Use Array.isArray( subarray[x] ) to check if the item in the current iteration is an array object. If the present element is an array object, call the helper method itself recursively. 1, create the state var flattened, an empty array. 2, return flattened. 3, define and invoke the helper method, makeFlat(subarray). The helper method runs a simple for loop over the input array. If the present element is an array, call the helper method on the element, otherwise push the element into the result array. ",,
Array pairs,Recursion,,Easy,,,12/12/2022,35,1,O(N),O(N),"1, create the state variable array, an empty array. 2. Return array. 3. Define and invoke the method pair(0). The method pair(depth) will first check for the base case: if the depth is greater than the input array length, return out. The function pushes [arr[depth], arr[depth+1]] as a tuple into the result array. The recursive call is stated as pair(depth + 2). ",,
Factorial,Recursion,,Easy,,,12/13/2022,34,1,O(N),O(N),"1, create the state var product. 2, return product. 3, define multiply(num) and invoke multiply(1). 4, The recursive action is to multiply product by the input num. The recursive call is on num+1. 5, The base case occurs when the input param number to the helper function is greater than the input param number for the factorial function itself, which is when the function returns out. ",,
Nth Fibonacci With Memoization*,Recursion,,Easy,,,12/24/2022,23,1,O(N),O(N),"1, Create the hash for caching. The helper method recursion does not exactly return the state var at the end of the function. Define the helper method as solve(num). The helper method first creates a key with num.toString(). Step 2. Read the cache during the recursive call. If the key exists in the cache, return the key's value. Define the base case for solve(num)  as being the case where if the input param num is less than 2 set the value for that key as the num and return hash[key] = num. The recursive call is to return hash[key] = solve(num - 1) + solve(num - 2). Invoke the helper solve(n). ",,
Nth Fibonacci With Pure Recursion,Recursion,,Easy,,,12/10/2022,37,1,O(2ⁿ),O(N),"use a ternary operator. If num is less than 2, reutrn num, else, call nthFibonacciPureRecursion(n - 1) + nthFibonacciPureRecursion(n - 2).",,
Number of Steps,Recursion,,Easy,,,12/10/2022,37,1,O(N) ,O(N),"1, create the state variable steps, 0. 2, Return steps. 3, Define traverse(x). There are two possible recursive calls for the function. If x is divisible by 2, increment steps by 1, and call traverse(x/2). If x is not divisible by two, increment steps and call traverse(x-1). Invoke traverse(num), where num is the input value. ",,
Power,Recursion,,Easy,,,12/10/2022,37,1,O(N),O(1),"1. Create the state var product. 2. Return product. 3. Define multiply(depth). Invoke multiply(0). 4. For the recursive case, multiply product by base, the input var. Call the helper multiply(depth + 1) recursively. 5. The base case: depth equals the exponent given in the function input parameters.",,
Powerset*,Recursion,,Easy,,,12/12/2022,35,1,O(2ⁿ),O(N),"This function takes a word as an input, and returns an array of all possible subsets (or ""powerset"") of that word. The function uses a recursive helper method called ""discoverCombos"" which takes two arguments, ""build"" and ""depth"". The base case of the recursion is when the depth is equal to the length of the input word, at which point the current ""build"" is added to the ""array"" state variable. On each recursive call, the function makes a binary decision to either include or exclude the letter at the current ""depth"" index in the ""build"". This continues until the base case is reached, resulting in all possible subsets of the input word being added to the ""array"" state variable, which is then returned by the function.",,
Powerset With Memoization*,Recursion,,Easy,,,12/11/2022,36,1,O(N),O(N),"This function takes a word as an input and uses memoization to return an array of all possible subsets (or ""powerset"") of that word. The function is similar to the previous one, it also uses a recursive helper method called ""discoverCombos"" which takes two arguments, ""build"" and ""depth"". The base case of the recursion is when the depth is equal to the length of the input word, at which point the current ""build"" is added to the ""array"" state variable. But, this function use a cache to save the state before to avoid repetitive calculation. On each recursive call, the function first checks the cache to see if the current subproblem has already been solved. If it has, the cached result is returned and the recursion for that branch ends. If not, the function continues as before, making a binary decision to either include or exclude the letter at the current ""depth"" index in the ""build"". The final result is the same as before, an array of all possible subsets of the input word is returned.",,
Print Array,Recursion,,Easy,,,12/10/2022,37,1,O(N),O(N),"This function takes an array as input and iterates over each element in the array by recursively calling a helper function called ""printEle"". The ""printEle"" function takes one argument, ""depth"" which represents the current index of the array. The base case for the recursion is when the ""depth"" is equal to the length of the array, at which point the function returns and the recursion ends. On each recursive call, the function prints the element at the current ""depth"" index of the array, and then calls ""printEle"" again with an incremented ""depth"" argument. This continues until the base case is reached and all elements of the array have been printed.",,
Print Reverse,Recursion,,Easy,,,12/10/2022,37,1,O(N),O(N),"This function takes an array as input and prints the elements of the array in reverse order using recursion. It uses a helper function called ""traverse"" which takes one argument ""depth"" that represents the current index of the array. On each recursive call, it prints the element at the index arr.length - 1 - depth of the array, and then calls ""traverse"" again with an incremented ""depth"" argument. The base case for the recursion is when the ""depth"" is equal to the length of the array, at which point the function returns and the recursion ends. This continues until the base case is reached and all elements of the array have been printed in reverse order.",,
Reverse String,Recursion,,Easy,,,12/10/2022,37,1,O(N),O(N),"This function takes a string as input and prints the characters of the string in reverse order using recursion. It uses a helper function called ""printChar"" which takes two arguments, the string and an index ""depth"" that represents the current position of the string. On each recursive call, it prints the character at the index ""depth"" of the string and then calls ""printChar"" again with a decremented ""depth"" argument. The base case for the recursion is when the ""depth"" is less than 0, at which point the function returns and the recursion ends. This continues until the base case is reached and all characters of the string have been printed in reverse order.",,
Climb Stairs ,Recursion,,Easy,,,12/25/2022,22,1,O(3ⁿ),O(N),"This function takes two inputs, n and jumps. n represents the total number of stairs in a staircase and jumps is an array of the possible steps that can be taken. The function uses a recursive approach to calculate the number of ways to climb the stairs by taking different steps from the array 'jumps'. It starts with a variable 'ways' initialized to 0, which will keep track of the total number of ways to climb the stairs. It uses a helper function called traverse which takes a single argument, build, representing the current number of stairs left to climb. The function has two base cases: if the build is less than zero, it returns 0, representing an invalid path. If the build is equal to zero, it increments the ways variable by 1, representing a valid path. Otherwise, the function makes a recursive call for each element in the jumps array. It decrements the build by the value of the jump and call traverse again until the base cases are reached. The final result is the value of the ways variable which will be the total number of ways to climb the stairs.",,
Lattice Paths*,Recursion,,Medium,,,12/12/2022,35,1,O(2ᵐ⁺ⁿ),O(M+N),"This function takes two numbers, row and col as inputs and calculates the number of unique paths from the top-left corner to the bottom-right corner of a grid with row columns and col rows, using a recursion (top-down) approach. It uses a recursive approach to calculate the number of unique paths from the top-left corner to the bottom-right corner of the grid. The function has two base cases: if row or col is less than zero, it returns 0, representing an invalid path. If the row and column are both zero, it returns 1, representing a valid path. Otherwise, the function makes two recursive calls, one traversing up and another traversing left. It calculates the number of paths from the current cell by traversing up and left, and returns the sum of the two recursive calls. The function uses a top-down approach because it starts at the endpoint and recursively breaks down the problem into smaller sub-problems.",,⁰ ¹ ² ³ ⁴ ⁵ ⁶ ⁷ ⁸ ⁹
Lattice Paths with Memoization:,Recursion,,Medium,,,12/12/2022,35,1,O(M*N),O(M*N),"This function takes two numbers, m and n as inputs and calculates the number of unique paths from the top-left corner to the bottom-right corner of a grid with m columns and n rows, using a memoization (top-down) approach. It uses a recursive helper function called traverse which takes 2 arguments, row and col. The function also uses a cache object to store the results of previously calculated sub-problems. The base case for the recursion is when the row and column are both zero, it returns 1, representing a valid path. If the row or column is less than zero, it returns 0, representing an invalid path. It checks if the key of the current state is in the cache, if it's true, it returns the cached result. If not, it calculates the number of paths from the current cell by traversing up and left, and stores the result in the cache. This continues until the base case is reached, resulting in the total number of unique paths from the top-left corner to the bottom-right corner of the grid being returned. The function uses a top-down approach because it starts at the endpoint and recursively breaks down the problem into smaller sub-problems.",,ᵃ ᵇ ᶜ ᵈ ᵉ ᶠ ᵍ ʰ ⁱ ʲ ᵏ ˡ ᵐ ⁿ ᵒ ᵖ ʳ ˢ ᵗ ᵘ ᵛ ʷ ˣ ʸ ᶻ
Lattice Paths with Tabulation:,Recursion,,Medium,,,12/12/2022,35,1,O(M*N),O(M*N),"This function takes two numbers, x and y as inputs and calculates the number of unique paths from the top-left corner to the bottom-right corner of a grid with x columns and y rows, using a tabulation (bottom-up) approach. It creates a foundation of a 2D array filled with 1's and then loops through each element of the array, updating the value of each element with the sum of the element above it and the element to the left of it. The final result is the last element of the array, which represents the number of unique paths from the top-left corner to the bottom-right corner of the grid. The function only uses a single array to store the state and uses two nested loops to traverse through the grid in a bottom-up fashion, which is why it's called tabulation.",,✓
Capital Permutations,Recursion,,Medium,,,12/13/2022,34,1,O(2ⁿ),O(2ⁿ),"This function takes a string as input and returns an array of all possible permutations of that string with both uppercase and lowercase variations of each character. The function uses a recursive helper method called ""generatePermutations"" which takes two arguments, ""str"" and ""depth"". The base case for the recursion is when the depth is equal to the length of the input string, at which point the current ""str"" is added to the ""permutations"" state variable. On each recursive call, the function gets the character at the current ""depth"" index of the input string, converts it to uppercase and lowercase and calls generatePermutations again with ""str"" concatenated with uppercase and lowercase character and an incremented ""depth"" argument. This continues until the base case is reached, resulting in all possible permutations of the input string with both uppercase and lowercase variations of each character being added to the ""permutations"" state variable, which is then returned by the function.",,
Capital Permutations Advanced - array implementation,Recursion,,Medium,,,12/13/2022,34,1,O(2ⁿ),O(2ⁿ),"This function takes a string as input and returns an array of all possible permutations of that string with both uppercase and lowercase variations of each letter and digits remain the same. The function uses a recursive helper method called ""generatePermutations"" which takes two arguments, ""build"" and ""depth"". The base case for the recursion is when the ""depth"" is equal to the length of the input string, at which point the current ""build"" is added to the ""permutations"" state variable. On each recursive call, the function checks if the current character is a number, if it's true, it concatenates the build string with the number and calls the generatePermutations again with incremented depth. If the current character is not a number, it converts it to uppercase and lowercase and calls generatePermutations again with ""build"" concatenated with uppercase and lowercase character and an incremented ""depth"" argument. This continues until the base case is reached, resulting in all possible permutations of the input string with both uppercase and lowercase variations of each letter and digits remain the same being added to the ""permutations"" state variable, which is then returned by the function.",,
Capital Permutations Advanced - Set implementation,Recursion,,Medium,,,12/13/2022,34,1,O(2ⁿ),O(2ⁿ),"This function takes a string as input and returns a set of all possible permutations of that string with both uppercase and lowercase variations of each letter, and digits remain the same. The function uses a recursive helper method called ""generatePermutations"" which takes two arguments, ""build"" and ""depth"". The base case for the recursion is when the ""depth"" is equal to the length of the input string, at which point the current ""build"" is added to the ""permutations"" state variable which is a set. On each recursive call, the function checks if the current character is a number, if it's true, it concatenates the build string with the number and calls the generatePermutations again with incremented depth. If the current character is not a number, it converts it to uppercase and lowercase and calls generatePermutations again with ""build"" concatenated with uppercase and lowercase character and an incremented ""depth"" argument. This continues until the base case is reached, resulting in all possible permutations of the input string with both uppercase and lowercase variations of each letter and digits remain the same, being added to the ""permutations"" state variable, which is then returned by the function.",,
Count Vowel Strings,Recursion,,Medium,,,12/13/2022,34,1,O(5ⁿ),O(N),"This function takes a number as input and returns the total number of strings that can be generated by using the vowels 'a', 'e', 'i', 'o', 'u' repeatedly for a number of times equal to the input number. It uses a recursive helper function called ""generateString"" which takes two arguments, ""build"" and ""depth"". The base case for the recursion is when the ""depth"" is equal to the input number, at which point the current ""build"" is added to the ""array"" state variable. On each recursive call, the function loops over each vowel and calls ""generateString"" again with the current ""build"" concatenated with the current vowel and an incremented ""depth"" argument. This continues until the base case is reached, resulting in all possible strings generated by the vowels being added to the ""array"" state variable. The final result is the length of the array, which is the total number of strings that can be generated.",,
Merge Sorted Arrays,Recursion,,Medium,,,12/12/2022,35,1,O(M+N),O(M+N),"This function takes in two sorted arrays as input and returns a new array that contains all the elements from both input arrays in sorted order. It uses two pointers, one for each input array, to iterate over the elements of both arrays. It uses a while loop to check if the pointer for any array has reached the end of the array. In each iteration of the while loop, it compares the element at the current pointer index of each array and pushes the smaller element to the merged array. After the while loop, it checks if there are any elements left in either input array and pushes them to the merged array one by one. In the end, it returns the merged array which contains all the elements of both input arrays in sorted order.",,
Non-Consecutive Ones,Recursion,,Medium,,,12/12/2022,35,1,O(N),O(N),"This function generates all possible binary strings of a given length (passed as the ""number"" parameter) where no two ""1""s are consecutive. It uses recursion to generate all possible combinations by adding a ""0"" or a ""1"" to the current string, called ""build"". The recursion terminates when the length of the ""build"" string is equal to the input ""number"" or if the ""build"" string contains ""11"" in it. The final result is an array of all possible combinations that meet the criteria, stored in the ""result"" variable.",,
Non-Consecutive Ones Advanced:,Recursion,,Medium,,,12/12/2022,35,1,O(N),O(N),"This function generates all possible binary strings of a given length (passed as the ""n"" parameter) where no two ""1""s are consecutive. It uses recursion to generate all possible combinations by adding a ""0"" or a ""1"" to the current string, called ""substring"". The recursion terminates when the length of the ""substring"" is equal to the input ""n"". The function also has an optimization where it only adds a ""1"" to the substring if the last character of substring is not ""1"". The final result is an array of all possible combinations that meet the criteria, stored in the ""array"" variable.",,
Nth Fibonacci With Side Effects,Recursion,,Medium,,,12/10/2022,37,1,O(N),O(N),"This function calculates the nth number in the Fibonacci sequence, where ""n"" is passed as the ""number"" parameter. It uses recursion and side effects to track the current index ""i"" and the sequence ""fibonacci"" so far. If the input number is less than 2, it returns the corresponding number from the ""fibonacci"" array. Otherwise, it adds the last two numbers in the ""fibonacci"" array, adds the result to the array, and calls the function again with the updated ""i"" and ""fibonacci"". If ""i"" is equal to the input ""number"", it returns the last number in the ""fibonacci"" array.",,
String Permutations,Recursion,,Medium,,,12/24/2022,23,1,O(N!),O(N!),"This function takes in a string as an argument, and returns all permutations of that string using a technique called memoization. It uses a set object to store the permutations and a hash object to store the results of previously calculated permutations. The function uses recursion and memoization to avoid recalculating the same permutations. It starts by calling the buildPermutation function with an empty string and an empty array of used indexes, and for each character in the original string, it checks if the index has not been used yet and if so, it calls the buildPermutation function again with the new permutation and the used indexes. The function returns a set containing all permutations of the original string.",,
Tower of Hanoi,Recursion,,Medium,,https://www.geeksforgeeks.org/c-program-for-tower-of-hanoi/,,,1,O(N),O(N),"This function is an implementation of the Tower of Hanoi problem using an arrow function and a helper function. The helper function moveDiscs takes four parameters: num, source, auxiliary, and target and it's responsible for the recursion process. The main function towerOfHanoi takes the same parameters as the helper function and it's calling the helper function passing the parameters, and it's returning the result of calling the helper function. The logic of the function is the same as the previous implementation, where the base case is when num equals to 0, in this case, there are no disks to move, otherwise, the function first moves num - 1 disks from source to auxiliary peg using recursion, then it moves the numth disk from source to target peg, and finally, it moves the num - 1 disks from auxiliary to target peg using recursion again. The function will work as expected and will output the expected result.",,
Climb Stairs with Tabulation,Recursion,,,,,,n/a,0,,,,,
Search in a BST,Trees,Helper method recursion.,Easy,,https://leetcode.com/problems/search-in-a-binary-search-tree/,01/03/23,13,2,O(N),O(1),"- Helper method recursion. Define traverse method. If the node is null, return false. If the current node's value equals the input target value, return true. If the input value is less than the present node, call traverse on the left child node. If the input value is greater than the present node, call traverse on the right child node. Make sure to return the values of the recursive calls. Invoke the helper method with the tree and input valued as params.",,
Insert into a BST,Trees,Helper method recursion.,Medium,,https://leetcode.com/problems/insert-into-a-binary-search-tree/,01/05/23,1,2,O(N),O(1),"- Helper method recursion. Special case: if the root is null, set xNode as the root. define traverse. if the insertion value is greater than the present node value, traverse right. If the insertion value is less than the present node value, traverse left. If the insertion value is greater than the present node value, and the right child is null, set the xNode(w/insertion value) as the node.right leaf. If the insertion value is less than the present node, and, the present node's left leaf is empty or null, set the node.left property to the xNode. ",,
Tree Node Class,Trees,,Easy,,,01/03/23,13,1,n/a,O(1),"- value, left, right properties",,
Validate Binary Search Tree,Trees,HTGI; in-order DFS; DS validation,Medium,4.5,https://leetcode.com/problems/validate-binary-search-tree/,01/04/23,12,,O(N),O(N),"Helper method recursion: 1, init array; 2, init loop to check arr[x] < arr[x+1]; 3, define inorderTraversal.  4, base: if node is null, return. 5, recursive: call self on left leaf, push/visit present node, call self on right leaf. Since the pattern is LAR, we say this is in order dfs traversal. ",,
Longest Binary Tree Path a.k.a. Maximum Depth of a Binary Tree,Trees,Pre-order DFS,Easy,,https://leetcode.com/problems/maximum-depth-of-binary-tree/,01/04/23,12,1,O(N),O(1),"if the root node is null return 0. A root node being null is the base case. Recursively call maxDepth() on the left and right leaves of the root. Return Math.max(leftPath,rightPath) + 1. ",,
Deserialize Array Into A BT ,Trees,,,,,,1/16/2023,,,,"This function takes an array as an input and deserializes it into a binary tree. It first checks if the input array is empty, if so it returns null. Otherwise, it instantiates a new TreeNode object with the value of the first element of the array as the root of the tree. It then creates a queue and pushes the root into it. It then enters a for loop that starts at index 1 and goes through the array in pairs. For each iteration, it takes the first element from the queue, which is the current node being processed. If the current element of the array is not null, it creates a new TreeNode with the current element's value, assigns it as the left child of the current node, and pushes it into the queue. Similarly, if the next element of the array is not null, it creates a new TreeNode with the next element's value, assigns it as the right child of the current node, and pushes it into the queue. This process continues until all elements of the array have been processed and a binary tree is constructed using the input array. The root of the tree is returned.",See the problem where an unsorted array is deserialized into a regular binary tree. ,
Convert Sorted Array into a BST,Trees,,Easy,4.2,https://leetcode.com/problems/convert-sorted-array-to-binary-search-tree/,,1/16/2023,,,,,,
Lowest Common Ancestor,Trees,pre-order DFS  + H.M.R.,Easy,,https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/,,1/16/2023,,O(N),O(N),"helper method recursion. 1. state vars: common, path, path1, path2. push node.value into path. if the node val equals num1, copy the path into path1 arr. if node val equals num2, copy the path into path2 arr. while path1[x] equals path2[x] set common to path1[x]. Increment x. Return common. Traverse from root the target nodes, storing the values of the visited nodes into arrays. compare arrays, iterating over both. If the elements are different, return the previous common array value. ",,
BFS Traversal,Trees,Queue processing,Medium,,,01/14/23,2,,O(N),O(N),"This function takes a binary tree as an input and performs a Breadth-first Search (BFS) traversal on it, returning an array of the values of each node in the tree in the order they were visited. It starts by initializing an empty array called 'queue' and an empty array called 'result'. It pushes the root of the tree into the queue. If the root is null, the function returns an empty result array. It then enters a while loop that continues until the queue is empty. It takes the first element of the queue and assigns it to a variable called 'current'. It then pushes the value of the current node into the result array. If the current node has a left child, it pushes it into the queue. If the current node has a right child, it pushes it into the queue. This continues until all nodes in the tree have been visited, and their values have been added to the result array. The function returns the result array which contains the values of the nodes in the tree in the order they were visited using BFS.",,
Invert a Binary Tree,Trees,pre-order DFS + H.M.R.,,,https://leetcode.com/problems/invert-binary-tree/,1/4/23,12,2,O(N),O(N),"- do stuff with present node, call function to do stuff with left and right nodes. Store the right and left nodes in vars, x1 and x2. Set the left node property as x2 and set the right node property as x1. ",,
